Module,RegName,Address,DefaultValue,BitRange,Direction,Description
DFEMDMTOP,rx1_seqmtch_techfbitseqval,0x5010CE54,0,(10:25),R/W,
DFEMDMTOP,rx1_seqmtch_thrshld_sec0,0x5010CE58,0,(0:31),R/W,
DFEMDMTOP,rx1_seqmtch_thrshlddz_sec0,0x5010CE5C,0,(0:31),R/W,
DFEMDMTOP,rx1_seqmtch_corrlen_sec0,0x5010CE60,0,(0:5),R/W,
DFEMDMTOP,rx1_seqmtch_bl_sec0,0x5010CE60,0,(6:11),R/W,
DFEMDMTOP,rx1_seqmtch_bh_sec0,0x5010CE60,0,(12:17),R/W,
DFEMDMTOP,rx1_seqmtch_mincount_sec0,0x5010CE60,0,(18:25),R/W,
DFEMDMTOP,rx1_seqmtch_maxcount_sec0,0x5010CE64,0,(0:7),R/W,
DFEMDMTOP,rx1_seqmtch_ignrerr_sec0,0x5010CE64,0,(8:8),R/W,
DFEMDMTOP,rx1_seqmtch_invldbit_val_sec0,0x5010CE64,0,(9:10),R/W,
DFEMDMTOP,rx1_seqmtch_invrbit_val_sec0,0x5010CE64,0,(11:12),R/W,
DFEMDMTOP,rx1_seqmtch_bitseqval_sec0,0x5010CE64,0,(13:14),R/W,
DFEMDMTOP,rx1_seqmtch_bitseqsel_sec0,0x5010CE64,0,(15:15),R/W,
DFEMDMTOP,rx1_seqmtch_buffdivfctr0_sec0,0x5010CE64,0,(16:18),R/W,
DFEMDMTOP,rx1_seqmtch_buffdivfctr1_sec0,0x5010CE64,0,(19:21),R/W,
DFEMDMTOP,rx1_seqmtch_chkphaseinv_sec0,0x5010CE64,0,(22:22),R/W,
DFEMDMTOP,rx1_seqmtch_thrshld_sec1,0x5010CE68,0,(0:31),R/W,
DFEMDMTOP,rx1_seqmtch_thrshlddz_sec1,0x5010CE6C,0,(0:31),R/W,
DFEMDMTOP,rx1_seqmtch_corrlen_sec1,0x5010CE70,0,(0:5),R/W,
DFEMDMTOP,rx1_seqmtch_bl_sec1,0x5010CE70,0,(6:11),R/W,
DFEMDMTOP,rx1_seqmtch_bh_sec1,0x5010CE70,0,(12:17),R/W,
DFEMDMTOP,rx1_seqmtch_mincount_sec1,0x5010CE70,0,(18:25),R/W,
DFEMDMTOP,rx1_seqmtch_maxcount_sec1,0x5010CE74,0,(0:7),R/W,
DFEMDMTOP,rx1_seqmtch_ignrerr_sec1,0x5010CE74,0,(8:8),R/W,
DFEMDMTOP,rx1_seqmtch_invldbit_val_sec1,0x5010CE74,0,(9:10),R/W,
DFEMDMTOP,rx1_seqmtch_invrbit_val_sec1,0x5010CE74,0,(11:12),R/W,
DFEMDMTOP,rx1_seqmtch_bitseqval_sec1,0x5010CE74,0,(13:14),R/W,
DFEMDMTOP,rx1_seqmtch_bitseqsel_sec1,0x5010CE74,0,(15:15),R/W,
DFEMDMTOP,rx1_seqmtch_buffdivfctr0_sec1,0x5010CE74,0,(16:18),R/W,
DFEMDMTOP,rx1_seqmtch_buffdivfctr1_sec1,0x5010CE74,0,(19:21),R/W,
DFEMDMTOP,rx1_seqmtch_chkphaseinv_sec1,0x5010CE74,0,(22:22),R/W,
DFEMDMTOP,rx1_seqmtch_thrshld_sec2,0x5010CE78,0,(0:31),R/W,
DFEMDMTOP,rx1_seqmtch_thrshlddz_sec2,0x5010CE7C,0,(0:31),R/W,
DFEMDMTOP,rx1_seqmtch_corrlen_sec2,0x5010CE80,0,(0:5),R/W,
DFEMDMTOP,rx1_seqmtch_bl_sec2,0x5010CE80,0,(6:11),R/W,
DFEMDMTOP,rx1_seqmtch_bh_sec2,0x5010CE80,0,(12:17),R/W,
DFEMDMTOP,rx1_seqmtch_mincount_sec2,0x5010CE80,0,(18:25),R/W,
DFEMDMTOP,rx1_seqmtch_maxcount_sec2,0x5010CE84,0,(0:7),R/W,
DFEMDMTOP,rx1_seqmtch_ignrerr_sec2,0x5010CE84,0,(8:8),R/W,
DFEMDMTOP,rx1_seqmtch_invldbit_val_sec2,0x5010CE84,0,(9:10),R/W,
DFEMDMTOP,rx1_seqmtch_invrbit_val_sec2,0x5010CE84,0,(11:12),R/W,
DFEMDMTOP,rx1_seqmtch_bitseqval_sec2,0x5010CE84,0,(13:14),R/W,
DFEMDMTOP,rx1_seqmtch_bitseqsel_sec2,0x5010CE84,0,(15:15),R/W,
DFEMDMTOP,rx1_seqmtch_buffdivfctr0_sec2,0x5010CE84,0,(16:18),R/W,
DFEMDMTOP,rx1_seqmtch_buffdivfctr1_sec2,0x5010CE84,0,(19:21),R/W,
DFEMDMTOP,rx1_seqmtch_chkphaseinv_sec2,0x5010CE84,0,(22:22),R/W,
DFEMDMTOP,rx1_seqmtch_thrshld_sec3,0x5010CE88,0,(0:31),R/W,
DFEMDMTOP,rx1_seqmtch_thrshlddz_sec3,0x5010CE8C,0,(0:31),R/W,
DFEMDMTOP,rx1_seqmtch_corrlen_sec3,0x5010CE90,0,(0:5),R/W,
DFEMDMTOP,rx1_seqmtch_bl_sec3,0x5010CE90,0,(6:11),R/W,
DFEMDMTOP,rx1_seqmtch_bh_sec3,0x5010CE90,0,(12:17),R/W,
DFEMDMTOP,rx1_seqmtch_mincount_sec3,0x5010CE90,0,(18:25),R/W,
DFEMDMTOP,rx1_seqmtch_maxcount_sec3,0x5010CE94,0,(0:7),R/W,
DFEMDMTOP,rx1_seqmtch_ignrerr_sec3,0x5010CE94,0,(8:8),R/W,
DFEMDMTOP,rx1_seqmtch_invldbit_val_sec3,0x5010CE94,0,(9:10),R/W,
DFEMDMTOP,rx1_seqmtch_invrbit_val_sec3,0x5010CE94,0,(11:12),R/W,
DFEMDMTOP,rx1_seqmtch_bitseqval_sec3,0x5010CE94,0,(13:14),R/W,
DFEMDMTOP,rx1_seqmtch_bitseqsel_sec3,0x5010CE94,0,(15:15),R/W,
DFEMDMTOP,rx1_seqmtch_buffdivfctr0_sec3,0x5010CE94,0,(16:18),R/W,
DFEMDMTOP,rx1_seqmtch_buffdivfctr1_sec3,0x5010CE94,0,(19:21),R/W,
DFEMDMTOP,rx1_seqmtch_chkphaseinv_sec3,0x5010CE94,0,(22:22),R/W,
DFEMDMTOP,rx1_seqmtch_thrshld_sec4,0x5010CE98,0,(0:31),R/W,
DFEMDMTOP,rx1_seqmtch_thrshlddz_sec4,0x5010CE9C,0,(0:31),R/W,
DFEMDMTOP,rx1_seqmtch_corrlen_sec4,0x5010CEA0,0,(0:5),R/W,
DFEMDMTOP,rx1_seqmtch_bl_sec4,0x5010CEA0,0,(6:11),R/W,
DFEMDMTOP,rx1_seqmtch_bh_sec4,0x5010CEA0,0,(12:17),R/W,
DFEMDMTOP,rx1_seqmtch_mincount_sec4,0x5010CEA0,0,(18:25),R/W,
DFEMDMTOP,rx1_seqmtch_maxcount_sec4,0x5010CEA4,0,(0:7),R/W,
DFEMDMTOP,rx1_seqmtch_ignrerr_sec4,0x5010CEA4,0,(8:8),R/W,
DFEMDMTOP,rx1_seqmtch_invldbit_val_sec4,0x5010CEA4,0,(9:10),R/W,
DFEMDMTOP,rx1_seqmtch_invrbit_val_sec4,0x5010CEA4,0,(11:12),R/W,
DFEMDMTOP,rx1_seqmtch_bitseqval_sec4,0x5010CEA4,0,(13:14),R/W,
DFEMDMTOP,rx1_seqmtch_bitseqsel_sec4,0x5010CEA4,0,(15:15),R/W,
DFEMDMTOP,rx1_seqmtch_buffdivfctr0_sec4,0x5010CEA4,0,(16:18),R/W,
DFEMDMTOP,rx1_seqmtch_buffdivfctr1_sec4,0x5010CEA4,0,(19:21),R/W,
DFEMDMTOP,rx1_seqmtch_chkphaseinv_sec4,0x5010CEA4,0,(22:22),R/W,
DFEMDMTOP,rx1_min_valid_bits,0x5010CEA4,0,(23:28),R/W,
DFEMDMTOP,multirxmodeen,0x5010CEA4,0,(29:29),R/W,
DFEMDMTOP,techselrx1,0x5010CEA8,0,(0:4),R/W,
DFEMDMTOP,rx1_entry_point_mode,0x5010CEA8,3,(5:6),R/W,
DFEMDMTOP,spare_dfe_mdm_dyn_rom_4,0x5010CEAC,65535,(0:31),R/W,Spare
DFEMDMTOP,reserved,0x5010CEB0,0,(0:31),R/W,
DFEMDMTOP,reserved,0x5010CEB4,0,(0:31),R/W,
DFEMDMTOP,reserved,0x5010CEB8,0,(0:31),R/W,
DFEMDMTOP,reserved,0x5010CEBC,0,(0:31),R/W,
DFEMDMTOP,rx0_seqmtch_techv_hamming_en,0x5010CEC0,0,(0:0),R/W,
DFEMDMTOP,rx0_seqmtch_techv_hamming_thrshld,0x5010CEC0,0,(1:4),R/W,
DFEMDMTOP,rx0_seqmtch_techv_superbitseq_1,0x5010CEC0,0,(5:12),R/W,
DFEMDMTOP,rx0_seqmtch_techv_superbitseq_2,0x5010CEC0,0,(13:20),R/W,
DFEMDMTOP,rx0_seqmtch_techv_superbitseq_3,0x5010CEC0,0,(21:28),R/W,
DFEMDMTOP,rx0_seqmtch_techv_eof_seq,0x5010CEC4,0,(0:7),R/W,
DFEMDMTOP,rx0_seqmtch_techv_superbitlen,0x5010CEC4,0,(8:9),R/W,
DFEMDMTOP,rx0_seqmtch_techv_eof_len,0x5010CEC4,0,(10:11),R/W,
DFEMDMTOP,rx0_seqmtch_pattern_sel_sec0,0x5010CEC4,0,(12:14),R/W,
DFEMDMTOP,rx0_seqmtch_pattern_sel_sec1,0x5010CEC4,0,(15:17),R/W,
DFEMDMTOP,rx0_seqmtch_pattern_sel_sec2,0x5010CEC4,0,(18:20),R/W,
DFEMDMTOP,rx0_seqmtch_pattern_sel_sec3,0x5010CEC4,0,(21:23),R/W,
DFEMDMTOP,rx0_seqmtch_pattern_sel_sec4,0x5010CEC4,0,(24:26),R/W,
DFEMDMTOP,rx0_seqmtch_pattern_sel_sec5,0x5010CEC4,0,(27:29),R/W,
DFEMDMTOP,rx0_seqmtch_pattern_sel_sec6,0x5010CEC8,0,(0:2),R/W,
DFEMDMTOP,rx0_seqmtch_pattern_sel_sec7,0x5010CEC8,0,(3:5),R/W,
DFEMDMTOP,spare_dfe_mdm_dyn_rom_g1_2,0x5010CECC,65535,(0:31),R/W,Spare
DFEMDMTOP,reserved,0x5010CED0,0,(0:31),R/W,
DFEMDMTOP,reserved,0x5010CED4,0,(0:31),R/W,
DFEMDMTOP,reserved,0x5010CED8,0,(0:31),R/W,
DFEMDMTOP,reserved,0x5010CEDC,0,(0:31),R/W,
DFEMDMTOP,rx0_seqmtch_clsn_pattern_0,0x5010CEE0,0,(0:31),R/W,
DFEMDMTOP,rx0_seqmtch_clsn_pattern_1,0x5010CEE4,0,(0:31),R/W,
DFEMDMTOP,rx0_seqmtch_clsn_pattern_2,0x5010CEE8,0,(0:31),R/W,
DFEMDMTOP,rx0_seqmtch_clsn_pattern_3,0x5010CEEC,0,(0:31),R/W,
DFEMDMTOP,rx0_seqmtch_clsn_pattern_4,0x5010CEF0,0,(0:31),R/W,
DFEMDMTOP,rx0_seqmtch_clsn_pattern_5,0x5010CEF4,0,(0:31),R/W,
DFEMDMTOP,rx0_seqmtch_clsn_pattern_6,0x5010CEF8,0,(0:31),R/W,
DFEMDMTOP,rx0_seqmtch_clsn_pattern_7,0x5010CEFC,0,(0:31),R/W,
DFEMDMTOP,rx0_seqmtch_clsn_pattern_8,0x5010CF00,0,(0:31),R/W,
DFEMDMTOP,rx0_seqmtch_clsn_pattern_9,0x5010CF04,0,(0:31),R/W,
DFEMDMTOP,rx0_seqmtch_clsn_pattern_10,0x5010CF08,0,(0:31),R/W,
DFEMDMTOP,rx0_seqmtch_clsn_pattern_11,0x5010CF0C,0,(0:31),R/W,
DFEMDMTOP,rx0_seqmtch_clsn_pattern_12,0x5010CF10,0,(0:31),R/W,
DFEMDMTOP,rx0_seqmtch_clsn_pattern_13,0x5010CF14,0,(0:31),R/W,
DFEMDMTOP,rx0_seqmtch_clsn_pattern_14,0x5010CF18,0,(0:31),R/W,
DFEMDMTOP,rx0_seqmtch_clsn_pattern_15,0x5010CF1C,0,(0:31),R/W,
DFEMDMTOP,rx0_seqmtch_chkcollision,0x5010CF20,0,(0:0),R/W,
DFEMDMTOP,spare_dfe_mdm_dyn_rom_g2_2,0x5010CF24,65535,(0:31),R/W,Spare
DFEMDMTOP,reserved,0x5010CF28,0,(0:31),R/W,
DFEMDMTOP,reserved,0x5010CF2C,0,(0:31),R/W,
DFEMDMTOP,reserved,0x5010CF30,0,(0:31),R/W,
DFEMDMTOP,reserved,0x5010CF34,0,(0:31),R/W,
DFEMDMTOP,reserved,0x5010CF38,0,(0:31),R/W,
DFEMDMTOP,reserved,0x5010CF3C,0,(0:31),R/W,
DFEMDMTOP,rx0_seqmtch_techfbitseqval,0x5010CF40,0,(0:15),R/W,
DFEMDMTOP,spare_dfe_mdm_dyn_rom_g3_2,0x5010CF44,65535,(0:31),R/W,Spare
DFEMDMTOP,reserved,0x5010CF48,0,(0:31),R/W,
DFEMDMTOP,reserved,0x5010CF4C,0,(0:31),R/W,
DFEMDMTOP,rx0_energydtct_ext_dc_i,0x5010CF50,0,(0:13),R/W,
DFEMDMTOP,reserved,0x5010CF50,0,(14:15),R/W,
DFEMDMTOP,rx0_energydtct_ext_dc_q,0x5010CF50,0,(16:29),R/W,
DFEMDMTOP,reserved,0x5010CF50,0,(30:31),R/W,
DFEMDMTOP,rssi_en,0x5010CF54,0,(0:0),R/W,
DFEMDMTOP,reserved,0x5010CF54,0,(1:7),R/W,
DFEMDMTOP,rssi_dc_comp_avg_size,0x5010CF54,0,(8:11),R/W,
DFEMDMTOP,reserved,0x5010CF54,0,(12:15),R/W,
DFEMDMTOP,rssi_pwr_avg_size,0x5010CF54,0,(16:19),R/W,
DFEMDMTOP,reserved,0x5010CF54,0,(20:23),R/W,
DFEMDMTOP,rssi_dc_ofst_src,0x5010CF54,0,(24:24),R/W,
DFEMDMTOP,reserved,0x5010CF54,0,(25:31),R/W,
DFEMDMTOP,rssi_in_dc_ofst_ext_i,0x5010CF58,0,(0:11),R/W,
DFEMDMTOP,reserved,0x5010CF58,0,(12:15),R/W,
DFEMDMTOP,rssi_in_dc_ofst_ext_q,0x5010CF58,0,(16:27),R/W,
DFEMDMTOP,reserved,0x5010CF58,0,(28:31),R/W,
DFEMDMTOP,dpctrl_dma1_data_in_sel,0x5010CF5C,0,(0:3),R/W,
DFEMDMTOP,reserved,0x5010CF5C,0,(4:7),R/W,
DFEMDMTOP,dpctrl_dma1_data_out_sel,0x5010CF5C,0,(8:10),R/W,
DFEMDMTOP,reserved,0x5010CF5C,0,(11:15),R/W,
DFEMDMTOP,dpctrl_dma2_data_in_sel,0x5010CF5C,0,(16:19),R/W,
DFEMDMTOP,reserved,0x5010CF5C,0,(20:23),R/W,
DFEMDMTOP,dpctrl_dma2_data_out_sel,0x5010CF5C,0,(24:26),R/W,
DFEMDMTOP,reserved,0x5010CF5C,0,(27:31),R/W,
DFEMDMTOP,bufferlen,0x5010CF60,63,(0:6),R/W,
DFEMDMTOP,reserved,0x5010CF60,0,(7:7),R/W,
DFEMDMTOP,mdmbuffer_datain_sel,0x5010CF60,1,(8:9),R/W,
DFEMDMTOP,reserved,0x5010CF60,0,(10:15),R/W,
DFEMDMTOP,rxloopctrl_bufferselmode,0x5010CF60,0,(16:19),R/W,
DFEMDMTOP,reserved,0x5010CF60,0,(20:23),R/W,
DFEMDMTOP,dpctrl_en,0x5010CF60,1,(24:24),R/W,
DFEMDMTOP,reserved,0x5010CF60,0,(25:31),R/W,
DFEMDMTOP,dpctrl_rst,0x5010CF64,0,(0:0),R/W,
DFEMDMTOP,reserved,0x5010CF64,0,(1:7),R/W,
DFEMDMTOP,adcintf_en,0x5010CF64,1,(8:8),R/W,
DFEMDMTOP,reserved,0x5010CF64,0,(9:15),R/W,
DFEMDMTOP,adcintf_rst,0x5010CF64,0,(16:16),R/W,
DFEMDMTOP,reserved,0x5010CF64,0,(17:23),R/W,
DFEMDMTOP,ipath_en,0x5010CF64,1,(24:24),R/W,
DFEMDMTOP,reserved,0x5010CF64,0,(25:31),R/W,
DFEMDMTOP,ipath_rst,0x5010CF68,0,(0:0),R/W,
DFEMDMTOP,reserved,0x5010CF68,0,(1:7),R/W,
DFEMDMTOP,qpath_en,0x5010CF68,1,(8:8),R/W,
DFEMDMTOP,reserved,0x5010CF68,0,(9:15),R/W,
DFEMDMTOP,qpath_rst,0x5010CF68,0,(16:16),R/W,
DFEMDMTOP,reserved,0x5010CF68,0,(17:23),R/W,
DFEMDMTOP,hpf_en_ipath,0x5010CF68,1,(24:24),R/W,
DFEMDMTOP,reserved,0x5010CF68,0,(25:31),R/W,
DFEMDMTOP,hpf_rst_ipath,0x5010CF6C,0,(0:0),R/W,
DFEMDMTOP,reserved,0x5010CF6C,0,(1:7),R/W,
DFEMDMTOP,notch_en_ipath,0x5010CF6C,1,(8:8),R/W,
DFEMDMTOP,reserved,0x5010CF6C,0,(9:15),R/W,
DFEMDMTOP,notch_rst_ipath,0x5010CF6C,0,(16:16),R/W,
DFEMDMTOP,reserved,0x5010CF6C,0,(17:23),R/W,
DFEMDMTOP,cic_deci_en_ipath,0x5010CF6C,1,(24:24),R/W,
DFEMDMTOP,reserved,0x5010CF6C,0,(25:31),R/W,
DFEMDMTOP,cic_deci_rst_ipath,0x5010CF70,0,(0:0),R/W,
DFEMDMTOP,reserved,0x5010CF70,0,(1:7),R/W,
DFEMDMTOP,polyphase_en_ipath,0x5010CF70,1,(8:8),R/W,
DFEMDMTOP,reserved,0x5010CF70,0,(9:15),R/W,
DFEMDMTOP,polyphase_rst_ipath,0x5010CF70,0,(16:16),R/W,
DFEMDMTOP,reserved,0x5010CF70,0,(17:23),R/W,
DFEMDMTOP,hpf_en_qpath,0x5010CF70,1,(24:24),R/W,
DFEMDMTOP,reserved,0x5010CF70,0,(25:31),R/W,
DFEMDMTOP,hpf_rst_qpath,0x5010CF74,0,(0:0),R/W,
DFEMDMTOP,reserved,0x5010CF74,0,(1:7),R/W,
DFEMDMTOP,notch_en_qpath,0x5010CF74,1,(8:8),R/W,
DFEMDMTOP,reserved,0x5010CF74,0,(9:15),R/W,
DFEMDMTOP,notch_rst_qpath,0x5010CF74,0,(16:16),R/W,
DFEMDMTOP,reserved,0x5010CF74,0,(17:23),R/W,
DFEMDMTOP,cic_deci_en_qpath,0x5010CF74,1,(24:24),R/W,
DFEMDMTOP,reserved,0x5010CF74,0,(25:31),R/W,
DFEMDMTOP,cic_deci_rst_qpath,0x5010CF78,0,(0:0),R/W,
DFEMDMTOP,reserved,0x5010CF78,0,(1:7),R/W,
DFEMDMTOP,polyphase_en_qpath,0x5010CF78,1,(8:8),R/W,
DFEMDMTOP,reserved,0x5010CF78,0,(9:15),R/W,
DFEMDMTOP,polyphase_rst_qpath,0x5010CF78,0,(16:16),R/W,
DFEMDMTOP,reserved,0x5010CF78,0,(17:23),R/W,
DFEMDMTOP,mdmstrt,0x5010CF78,0,(24:24),R/W,
DFEMDMTOP,reserved,0x5010CF78,0,(25:31),R/W,
DFEMDMTOP,rxloopctrl_mode,0x5010CF7C,0,(0:1),R/W,
DFEMDMTOP,reserved,0x5010CF7C,0,(2:7),R/W,
DFEMDMTOP,rx0_framedtct_energydtct_en,0x5010CF7C,1,(8:8),R/W,
DFEMDMTOP,reserved,0x5010CF7C,0,(9:15),R/W,
DFEMDMTOP,rx0_framedtct_energydtct_rst,0x5010CF7C,0,(16:16),R/W,
DFEMDMTOP,reserved,0x5010CF7C,0,(17:23),R/W,
DFEMDMTOP,rx0_framedtct_seqmtch_en,0x5010CF7C,1,(24:24),R/W,
DFEMDMTOP,reserved,0x5010CF7C,0,(25:31),R/W,
DFEMDMTOP,rx0_framedtct_seqmtch_rst,0x5010CF80,0,(0:0),R/W,
DFEMDMTOP,reserved,0x5010CF80,0,(1:7),R/W,
DFEMDMTOP,rx0_framedtct_en,0x5010CF80,1,(8:8),R/W,
DFEMDMTOP,reserved,0x5010CF80,0,(9:15),R/W,
DFEMDMTOP,rx0_framedtct_rst,0x5010CF80,0,(16:16),R/W,
DFEMDMTOP,reserved,0x5010CF80,0,(17:23),R/W,
DFEMDMTOP,rx0_patterndtct_seqmtch_en,0x5010CF80,1,(24:24),R/W,
DFEMDMTOP,reserved,0x5010CF80,0,(25:31),R/W,
DFEMDMTOP,rx0_patterndtct_seqmtch_rst,0x5010CF84,0,(0:0),R/W,
DFEMDMTOP,reserved,0x5010CF84,0,(1:7),R/W,
DFEMDMTOP,rx0_patterndtct_en,0x5010CF84,1,(8:8),R/W,
DFEMDMTOP,reserved,0x5010CF84,0,(9:15),R/W,
DFEMDMTOP,rx0_patterndtct_rst,0x5010CF84,0,(16:16),R/W,
DFEMDMTOP,reserved,0x5010CF84,0,(17:23),R/W,
DFEMDMTOP,rx1_framedtct_energydtct_en,0x5010CF84,1,(24:24),R/W,
DFEMDMTOP,reserved,0x5010CF84,0,(25:31),R/W,
DFEMDMTOP,rx1_framedtct_energydtct_rst,0x5010CF88,0,(0:0),R/W,
DFEMDMTOP,reserved,0x5010CF88,0,(1:7),R/W,
DFEMDMTOP,rx1_framedtct_seqmtch_en,0x5010CF88,1,(8:8),R/W,
DFEMDMTOP,reserved,0x5010CF88,0,(9:15),R/W,
DFEMDMTOP,rx1_framedtct_seqmtch_rst,0x5010CF88,0,(16:16),R/W,
DFEMDMTOP,reserved,0x5010CF88,0,(17:23),R/W,
DFEMDMTOP,rx1_framedtct_en,0x5010CF88,1,(24:24),R/W,
DFEMDMTOP,reserved,0x5010CF88,0,(25:31),R/W,
DFEMDMTOP,rx1_framedtct_rst,0x5010CF8C,0,(0:0),R/W,
DFEMDMTOP,reserved,0x5010CF8C,0,(1:7),R/W,
DFEMDMTOP,rx1_patterndtct_seqmtch_en,0x5010CF8C,1,(8:8),R/W,
DFEMDMTOP,reserved,0x5010CF8C,0,(9:15),R/W,
DFEMDMTOP,rx1_patterndtct_seqmtch_rst,0x5010CF8C,0,(16:16),R/W,
DFEMDMTOP,reserved,0x5010CF8C,0,(17:23),R/W,
DFEMDMTOP,rx1_patterndtct_en,0x5010CF8C,1,(24:24),R/W,
DFEMDMTOP,reserved,0x5010CF8C,0,(25:31),R/W,
DFEMDMTOP,rx1_patterndtct_rst,0x5010CF90,0,(0:0),R/W,
DFEMDMTOP,reserved,0x5010CF90,0,(1:7),R/W,
DFEMDMTOP,buf_en_ipath,0x5010CF90,1,(8:8),R/W,
DFEMDMTOP,reserved,0x5010CF90,0,(9:15),R/W,
DFEMDMTOP,buf_rst_ipath,0x5010CF90,0,(16:16),R/W,
DFEMDMTOP,reserved,0x5010CF90,0,(17:23),R/W,
DFEMDMTOP,buf_en_qpath,0x5010CF90,1,(24:24),R/W,
DFEMDMTOP,reserved,0x5010CF90,0,(25:31),R/W,
DFEMDMTOP,buf_rst_qpath,0x5010CF94,0,(0:0),R/W,
DFEMDMTOP,reserved,0x5010CF94,0,(1:7),R/W,
DFEMDMTOP,meanstg_en,0x5010CF94,1,(8:8),R/W,
DFEMDMTOP,reserved,0x5010CF94,0,(9:15),R/W,
DFEMDMTOP,meanstg_rst,0x5010CF94,0,(16:16),R/W,
DFEMDMTOP,reserved,0x5010CF94,0,(17:23),R/W,
DFEMDMTOP,corrstg_en,0x5010CF94,1,(24:24),R/W,
DFEMDMTOP,reserved,0x5010CF94,0,(25:31),R/W,
DFEMDMTOP,corrstg_rst,0x5010CF98,0,(0:0),R/W,
DFEMDMTOP,reserved,0x5010CF98,0,(1:7),R/W,
DFEMDMTOP,dcsnstg_en,0x5010CF98,1,(8:8),R/W,
DFEMDMTOP,reserved,0x5010CF98,0,(9:15),R/W,
DFEMDMTOP,dcsnstg_rst,0x5010CF98,0,(16:16),R/W,
DFEMDMTOP,reserved,0x5010CF98,0,(17:23),R/W,
DFEMDMTOP,phsgtstg_en,0x5010CF98,1,(24:24),R/W,
DFEMDMTOP,reserved,0x5010CF98,0,(25:31),R/W,
DFEMDMTOP,phsgtstg_rst,0x5010CF9C,0,(0:0),R/W,
DFEMDMTOP,reserved,0x5010CF9C,0,(1:7),R/W,
DFEMDMTOP,phscrrtstg_en,0x5010CF9C,1,(8:8),R/W,
DFEMDMTOP,reserved,0x5010CF9C,0,(9:15),R/W,
DFEMDMTOP,phscrrtstg_rst,0x5010CF9C,0,(16:16),R/W,
DFEMDMTOP,reserved,0x5010CF9C,0,(17:23),R/W,
DFEMDMTOP,rxloopctrl_en,0x5010CF9C,1,(24:24),R/W,
DFEMDMTOP,reserved,0x5010CF9C,0,(25:31),R/W,
DFEMDMTOP,rxloopctrl_rst,0x5010CFA0,0,(0:0),R/W,
DFEMDMTOP,reserved,0x5010CFA0,0,(1:7),R/W,
DFEMDMTOP,mdmmultirx_en,0x5010CFA0,1,(8:8),R/W,
DFEMDMTOP,reserved,0x5010CFA0,0,(9:15),R/W,
DFEMDMTOP,mdmmultirx_rst,0x5010CFA0,0,(16:16),R/W,
DFEMDMTOP,reserved,0x5010CFA0,0,(17:23),R/W,
DFEMDMTOP,dfetop_en,0x5010CFA0,1,(24:24),R/W,
DFEMDMTOP,reserved,0x5010CFA0,0,(25:31),R/W,
DFEMDMTOP,dfetop_rst,0x5010CFA4,0,(0:0),R/W,
DFEMDMTOP,reserved,0x5010CFA4,0,(1:7),R/W,
DFEMDMTOP,mdmtop_en,0x5010CFA4,1,(8:8),R/W,
DFEMDMTOP,reserved,0x5010CFA4,0,(9:15),R/W,
DFEMDMTOP,mdmtop_rst,0x5010CFA4,0,(16:16),R/W,
DFEMDMTOP,reserved,0x5010CFA4,0,(17:23),R/W,
DFEMDMTOP,cli_intf_ctrl_en,0x5010CFA4,1,(24:24),R/W,
DFEMDMTOP,reserved,0x5010CFA4,0,(25:31),R/W,
DFEMDMTOP,cli_intf_ctrl_rst,0x5010CFA8,0,(0:0),R/W,
DFEMDMTOP,reserved,0x5010CFA8,0,(1:7),R/W,
DFEMDMTOP,mdm_dma1_en,0x5010CFA8,1,(8:8),R/W,
DFEMDMTOP,reserved,0x5010CFA8,0,(9:15),R/W,
DFEMDMTOP,mdm_dma1_rst,0x5010CFA8,0,(16:16),R/W,
DFEMDMTOP,reserved,0x5010CFA8,0,(17:23),R/W,
DFEMDMTOP,mdm_dma2_en,0x5010CFA8,1,(24:24),R/W,
DFEMDMTOP,reserved,0x5010CFA8,0,(25:31),R/W,
DFEMDMTOP,mdm_dma2_rst,0x5010CFAC,0,(0:0),R/W,
DFEMDMTOP,reserved,0x5010CFAC,0,(1:31),R/W,
DFEMDMTOP,mdmbuffer_datain_ipath,0x5010CFB0,0,(0:15),R/W,
DFEMDMTOP,mdmbuffer_datain_qpath,0x5010CFB0,0,(16:31),R/W,
DFEMDMTOP,spare_dfemdm_rom0,0x5010CFB4,65535,(0:31),R/W,Spare
DFEMDMTOP,spare_dfemdm_rom1,0x5010CFB8,65535,(0:31),R/W,Spare
DFEMDMTOP,spare_dfemdm_rom2,0x5010CFBC,65535,(0:31),R/W,Spare
DFEMDMTOP,spare_dfemdm_rom3,0x5010CFC0,65535,(0:31),R/W,Spare
DFEMDMTOP,cli_intf_framedtct_bits_mode,0x5010CFC4,0,(0:0),R/W,
DFEMDMTOP,reserved,0x5010CFC4,0,(1:7),R/W,
DFEMDMTOP,mdm_op_mode_sel,0x5010CFC4,0,(8:9),R/W,
DFEMDMTOP,reserved,0x5010CFC4,0,(10:15),R/W,
DFEMDMTOP,simultaneous_rx,0x5010CFC4,0,(16:16),R/W,
DFEMDMTOP,reserved,0x5010CFC4,0,(17:23),R/W,
DFEMDMTOP,reserved,0x5010CFC4,0,(24:24),R/W,
DFEMDMTOP,reserved,0x5010CFC4,0,(25:31),R/W,
DFEMDMTOP,rxloopctrl_periodic_time_thrshld,0x5010CFC8,0,(0:15),R/W,
